1-cysPrx_C	80,189,172
DUF2973	55,183,87
DUF2974	216,89,86
DUF2975	62,193,110
DUF2976	168,96,204
DUF2977	65,187,200
DUF2981	65,106,179
DUF2982	81,127,219
DUF2985	223,68,117
DUF2986	68,90,210
DUF2987	87,123,202
DUF2989	178,217,76
DUF2990	109,227,93
DUF2992	91,73,187
DUF2993	228,110,174
DUF2996	218,75,226
DUF2997	82,187,182
DUF2999	204,64,78
DUF3000	97,224,134
DUF3005	106,70,200
DUF3006	191,58,223
DUF3007	191,205,69
DUF3008	103,226,229
DUF3010	80,198,184
DUF3011	57,169,215
DUF3012	93,208,67
DUF3013	149,182,61
DUF3014	105,212,120
DUF3015	185,97,202
DUF3016	222,75,121
DUF3017	68,130,184
DUF3018	199,190,55
DUF3019	147,55,189
DUF302	133,180,79
DUF3020	87,73,226
DUF3021	200,70,184
DUF3022	102,52,186
DUF3023	60,123,220
DUF3024	85,60,195
DUF3025	187,204,61
DUF3027	227,63,183
DUF3029	151,55,180
DUF3034	92,186,72
DUF3035	185,124,61
DUF3037	91,201,199
DUF3038	216,121,93
DUF3039	185,137,67
DUF3040	50,199,194
DUF3042	185,144,56
DUF3043	150,63,224
DUF3045	208,202,52
DUF3046	70,213,169
DUF3047	76,149,189
DUF3048	138,223,90
DUF3048_C	204,202,52
DUF305	90,181,203
DUF3050	203,95,181
DUF3051	56,218,121
DUF3052	132,187,71
DUF3053	184,71,193
DUF3054	222,194,58
DUF3055	149,194,62
DUF3060	56,136,218
DUF3067	192,100,93
DUF3069	92,100,197
DUF3070	65,224,205
DUF3071	74,76,180
DUF3072	228,223,110
DUF3073	218,105,125
DUF3074	202,58,215
DUF3077	202,54,129
DUF3078	194,90,75
DUF3079	166,204,80
DUF308	52,179,67
DUF3080	215,102,221
DUF3081	181,188,72
DUF3082	206,219,93
DUF3083	146,112,226
DUF3084	215,98,63
DUF3085	97,60,219
DUF3086	85,216,74
DUF3087	174,210,86
DUF3088	193,170,91
DUF3089	92,197,128
DUF309	226,131,98
DUF3090	227,98,147
DUF3091	177,215,95
DUF3093	53,201,104
DUF3094	223,109,179
DUF3095	181,71,90
DUF3096	92,199,148
DUF3097	163,201,89
DUF3098	210,87,114
DUF3099	189,70,135
DUF31	190,182,51
DUF3100	163,79,229
DUF3102	161,215,94
DUF3103	100,103,202
DUF3104	224,86,157
DUF3105	187,63,52
DUF3106	49,90,183
DUF3107	132,61,226
DUF3108	47,188,52
DUF3109	202,212,82
DUF3110	229,81,227
DUF3112	65,185,77
DUF3113	193,58,54
DUF3114	76,122,213
DUF3116	113,219,76
DUF3117	84,184,125
DUF3119	210,100,92
DUF3120	211,75,87
DUF3122	72,182,121
DUF3123	78,172,209
DUF3124	179,79,173
DUF3126	91,185,163
DUF3127	79,215,70
DUF3128	57,85,225
DUF313	225,77,163
DUF3130	222,74,151
DUF3131	214,164,69
DUF3134	63,217,218
DUF3135	101,223,98
DUF3136	205,101,71
DUF3137	179,78,119
DUF3138	99,187,204
DUF3139	106,175,227
DUF3140	184,72,77
DUF3141	201,132,73
DUF3142	94,206,222
DUF3143	105,217,73
DUF3144	86,160,194
DUF3145	85,180,181
DUF3146	67,206,223
DUF3147	200,171,53
DUF3148	220,101,208
DUF3149	63,86,183
DUF3150	184,202,98
DUF3151	199,165,77
DUF3152	66,169,188
DUF3153	84,169,204
DUF3155	82,201,147
DUF3156	131,226,90
DUF3157	210,102,141
DUF3158	96,122,198
DUF3159	87,74,180
DUF316	89,78,186
DUF3160	81,179,155
DUF3161	226,181,92
DUF3164	86,147,206
DUF3165	107,224,201
DUF3168	111,86,186
DUF3169	167,200,71
DUF3172	187,146,57
DUF3173	129,204,100
DUF3175	91,220,105
DUF3176	92,124,226
DUF3177	121,68,194
DUF3179	115,85,203
DUF3180	87,199,138
DUF3181	208,103,91
DUF3182	170,56,189
DUF3185	168,211,93
DUF3187	91,195,176
DUF3188	218,107,185
DUF3189	214,133,85
DUF3192	217,56,177
DUF3194	91,190,195
DUF3195	77,225,174
DUF3196	136,187,89
DUF3197	79,185,192
DUF3198	87,88,217
DUF3199	124,211,98
DUF320	97,98,208
DUF3201	80,125,205
DUF3203	160,61,187
DUF3206	195,68,164
DUF3208	201,54,99
DUF3209	216,69,172
DUF321	202,97,210
DUF3211	167,83,206
DUF3212	109,53,205
DUF3213	200,50,79
DUF3215	89,221,187
DUF3216	79,53,184
DUF3217	97,111,197
DUF3218	120,63,220
DUF3219	163,194,80
DUF3220	147,68,201
DUF3221	77,184,138
DUF3222	127,221,101
DUF3223	216,88,104
DUF3224	194,63,193
DUF3225	218,103,161
DUF3226	220,197,97
DUF3228	73,184,78
DUF3231	78,104,183
DUF3232	90,223,82
DUF3234	120,66,191
DUF3235	204,191,82
DUF3236	182,208,80
DUF3237	90,128,196
DUF3238	65,178,194
DUF3239	116,206,77
DUF3240	196,68,89
DUF3242	209,190,60
DUF3243	213,189,87
DUF3244	140,202,95
DUF3245	212,214,100
DUF3246	92,185,140
DUF3247	209,102,95
DUF3248	221,221,64
DUF325	177,53,199
DUF3251	190,69,56
DUF3253	196,184,74
DUF3254	124,68,226
DUF3255	64,211,180
DUF3256	116,67,228
DUF3258	169,198,94
DUF326	196,97,124
DUF3261	224,86,172
DUF3262	205,101,160
DUF3263	96,85,185
DUF3265	198,216,99
DUF3267	77,227,57
DUF3268	223,110,209
DUF3269	202,58,206
DUF327	142,216,84
DUF3270	142,222,105
DUF3271	203,92,161
DUF3272	61,106,209
DUF3273	58,228,191
DUF3274	105,189,224
DUF3275	183,177,87
DUF3276	86,180,113
DUF3277	65,145,205
DUF3278	86,221,151
DUF3280	213,55,186
DUF3281	211,63,85
DUF3283	56,141,181
DUF3284	73,215,160
DUF3285	193,63,128
DUF3287	166,221,99
DUF3288	97,192,50
DUF3289	72,126,184
DUF3290	178,114,85
DUF3291	173,185,85
DUF3292	160,207,70
DUF3293	212,171,92
DUF3294	221,188,106
DUF3295	84,189,183
DUF3297	216,68,226
DUF3298	74,189,86
DUF3299	79,103,187
DUF3300	63,203,73
DUF3301	192,165,71
DUF3302	175,179,64
DUF3303	176,59,206
DUF3304	104,216,105
DUF3305	68,224,133
DUF3306	118,85,179
DUF3307	88,196,140
DUF3309	207,84,175
DUF3310	55,140,209
DUF3311	146,98,220
DUF3313	190,80,104
DUF3314	216,55,185
DUF3316	179,105,57
DUF3318	51,52,203
DUF3319	211,102,57
DUF3320	73,192,188
DUF3322	202,76,210
DUF3323	75,145,201
DUF3324	57,227,64
DUF3325	202,194,95
DUF3326	166,81,210
DUF3327	49,154,189
DUF3328	215,82,196
DUF333	66,219,223
DUF3330	67,191,155
DUF3331	131,221,67
DUF3332	97,226,210
DUF3333	65,199,59
DUF3334	55,180,78
DUF3335	106,204,97
DUF3336	179,84,67
DUF3337	156,103,224
DUF3338	86,218,137
DUF3339	203,93,154
DUF334	222,220,79
DUF3340	172,87,200
DUF3341	85,97,203
DUF3342	182,93,214
DUF3343	103,83,197
DUF3344	183,82,164
DUF3346	102,168,205
DUF3347	75,203,105
DUF3348	228,130,59
DUF3349	206,160,99
DUF3350	227,88,124
DUF3352	186,52,104
DUF3357	98,68,184
DUF3360	69,157,187
DUF3361	72,56,191
DUF3362	77,215,168
DUF3363	91,127,187
DUF3364	150,200,95
DUF3365	122,90,223
DUF3367	69,220,109
DUF3368	142,91,213
DUF3369	63,179,80
DUF3370	109,96,216
DUF3371	224,181,84
DUF3372	202,92,223
DUF3373	197,218,83
DUF3375	176,58,189
DUF3376	170,205,67
DUF3377	118,91,182
DUF3378	184,72,110
DUF3379	187,65,179
DUF3381	223,76,111
DUF3382	57,122,181
DUF3383	80,183,119
DUF3384	81,201,180
DUF3385	220,169,91
DUF3386	128,66,180
DUF3387	66,202,190
DUF3388	61,171,178
DUF3389	117,187,48
DUF3390	127,211,86
DUF3391	131,64,191
DUF3392	215,110,228
DUF3394	189,158,87
DUF3395	188,68,74
DUF3396	201,86,159
DUF3397	59,187,198
DUF3398	140,64,185
DUF3399	226,76,72
DUF3400	53,192,80
DUF3402	66,192,73
DUF3403	64,221,139
DUF3404	213,170,97
DUF3405	215,68,103
DUF3408	59,184,132
DUF3409	157,66,198
DUF3410	91,181,80
DUF3412	85,174,213
DUF3413	179,176,76
DUF3416	105,216,118
DUF3417	196,52,89
DUF3418	111,68,209
DUF3419	85,128,197
DUF3420	93,188,121
DUF3421	188,217,77
DUF3422	79,55,186
DUF3425	63,224,209
DUF3426	98,198,226
DUF3427	136,63,182
DUF3429	64,170,211
DUF3430	55,220,94
DUF3431	84,219,130
DUF3432	63,159,207
DUF3433	218,116,96
DUF3435	83,65,189
DUF3437	124,212,94
DUF3438	166,72,189
DUF3439	128,198,56
DUF3440	185,219,73
DUF3443	211,90,228
DUF3444	189,79,173
DUF3445	180,76,193
DUF3446	173,222,74
DUF3447	194,54,104
DUF3449	127,61,211
DUF3450	194,222,86
DUF3452	107,202,68
DUF3453	73,223,145
DUF3454	222,84,142
DUF3455	118,206,75
DUF3456	59,140,223
DUF3458	80,80,186
DUF3458_C	90,188,116
DUF3459	55,147,193
DUF346	98,215,148
DUF3460	200,94,171
DUF3461	219,203,109
DUF3463	193,51,57
DUF3464	61,183,107
DUF3465	178,73,136
DUF3466	83,118,191
DUF3467	179,202,81
DUF347	85,180,164
DUF3470	103,100,212
DUF3471	76,191,221
DUF3472	62,224,70
DUF3473	221,143,92
DUF3474	155,210,61
DUF3475	181,126,80
DUF3477	201,120,76
DUF3479	130,86,215
DUF348	95,62,207
DUF3480	141,98,225
DUF3481	93,93,226
DUF3482	196,82,93
DUF3483	92,225,65
DUF3484	196,64,101
DUF3485	77,215,143
DUF3486	178,97,223
DUF3487	220,156,78
DUF3488	71,204,114
DUF3489	136,88,191
DUF349	203,87,164
DUF3490	67,225,226
DUF3491	87,171,202
DUF3492	182,75,161
DUF3493	171,61,184
DUF3494	190,50,129
DUF3496	57,77,181
DUF3498	89,210,185
DUF3499	203,102,77
DUF350	206,93,72
DUF3500	85,197,158
DUF3501	90,62,228
DUF3502	54,204,187
DUF3504	198,205,64
DUF3506	144,76,207
DUF3507	150,55,214
DUF3509	84,163,202
DUF3510	179,85,88
DUF3511	82,84,208
DUF3512	210,100,115
DUF3514	221,227,105
DUF3515	194,77,186
DUF3516	138,216,72
DUF3517	205,90,55
DUF3519	192,76,145
DUF3520	136,181,88
DUF3522	54,196,201
DUF3523	65,182,89
DUF3524	71,194,217
DUF3525	213,171,84
DUF3526	179,178,52
DUF3527	75,206,90
DUF3528	165,82,196
DUF3530	105,184,59
DUF3531	189,131,74
DUF3533	89,188,170
DUF3535	217,109,92
DUF3536	134,229,97
DUF3537	204,76,187
DUF3539	89,197,167
DUF354	78,229,156
DUF3540	86,163,204
DUF3541	68,110,202
DUF3543	215,90,119
DUF3544	131,218,58
DUF3545	211,175,83
DUF3546	171,204,90
DUF3549	64,64,187
DUF3551	82,198,172
DUF3552	211,54,107
DUF3553	51,88,185
DUF3556	80,194,74
DUF3557	182,81,80
DUF3558	102,221,195
DUF356	201,179,61
DUF3560	165,218,101
DUF3561	187,121,82
DUF3562	161,89,182
DUF3563	100,57,201
DUF3564	66,108,196
DUF3565	151,80,186
DUF3566	207,70,96
DUF3567	197,64,83
DUF3568	98,214,148
DUF357	207,88,106
DUF3570	192,85,196
DUF3572	191,54,98
DUF3573	76,207,182
DUF3574	211,136,57
DUF3575	100,225,98
DUF3576	202,88,65
DUF3577	144,193,75
DUF3578	85,189,218
DUF3579	138,48,193
DUF3580	149,68,186
DUF3581	206,70,60
DUF3583	92,205,147
DUF3584	197,128,55
DUF3585	95,197,223
DUF3586	198,136,96
DUF3587	53,205,206
DUF3589	121,227,108
DUF359	194,210,82
DUF3591	61,126,201
DUF3592	98,83,180
DUF3593	88,186,150
DUF3597	136,100,228
DUF3598	98,135,207
DUF3599	219,80,56
DUF35_N	189,90,191
DUF3600	68,77,184
DUF3601	123,223,67
DUF3602	182,67,141
DUF3603	189,208,59
DUF3604	218,209,99
DUF3605	109,90,196
DUF3606	190,142,79
DUF3611	222,146,105
DUF3612	88,128,202
DUF3613	106,158,223
DUF3614	66,91,197
DUF3615	188,64,63
DUF3616	128,202,62
DUF3617	142,191,81
DUF3618	181,62,219
DUF3619	191,75,212
DUF362	199,145,90
DUF3621	103,206,92
DUF3622	57,65,197
DUF3623	63,184,201
DUF3624	53,210,176
DUF3626	88,221,140
DUF3627	219,131,85
DUF3629	135,69,214
DUF3630	163,181,84
DUF3631	53,205,86
DUF3632	191,152,86
DUF3634	219,122,68
DUF3636	65,181,100
DUF3637	223,76,101
DUF3638	189,78,68
DUF364	96,86,186
DUF3640	93,187,90
DUF3641	225,124,76
DUF3642	153,200,52
DUF3644	208,217,90
DUF3645	92,223,76
DUF3646	207,121,73
DUF3648	70,116,206
DUF3649	96,196,102
DUF365	60,192,225
DUF3652	117,55,205
DUF3653	74,199,79
DUF3654	62,168,213
DUF3655	66,205,105
DUF3656	210,64,129
DUF3657	89,67,187
DUF3658	147,99,211
DUF3659	178,108,64
DUF366	100,206,59
DUF3660	89,79,198
DUF3662	124,198,90
DUF3663	50,50,196
DUF3664	63,194,50
DUF3665	226,224,69
DUF3666	218,61,94
DUF3667	85,170,183
DUF3668	77,226,87
DUF3669	102,113,218
DUF3670	90,67,186
DUF3671	71,192,64
DUF3672	116,184,91
DUF3673	221,93,181
DUF3674	54,153,210
DUF3675	220,191,108
DUF3676	165,196,90
DUF3677	78,212,120
DUF3678	59,174,206
DUF3679	117,178,84
DUF368	196,150,55
DUF3681	118,48,183
DUF3682	64,183,227
DUF3683	154,203,87
DUF3684	180,151,86
DUF3685	200,216,63
DUF3686	216,107,168
DUF3687	58,64,182
DUF3688	133,82,216
DUF3689	88,164,208
DUF3692	70,212,146
DUF3693	199,138,77
DUF3694	70,197,124
DUF3695	82,211,55
DUF3696	195,55,171
DUF3697	181,146,62
DUF3698	192,59,50
DUF3699	97,203,138
DUF370	132,86,218
DUF3700	190,157,88
DUF3701	91,119,184
DUF3703	190,95,51
DUF3704	188,49,51
DUF3707	208,90,105
DUF3708	142,67,212
DUF3709	212,80,225
DUF371	83,213,119
DUF3710	113,64,180
DUF3712	168,181,65
DUF3713	213,106,89
DUF3715	98,164,213
DUF3716	211,205,97
DUF3717	214,56,66
DUF3718	92,187,218
DUF3719	188,125,53
DUF3720	65,176,221
DUF3721	50,90,202
DUF3723	68,137,224
DUF3724	181,196,84
DUF3725	206,201,81
DUF3726	127,70,204
DUF3727	190,82,128
DUF3729	137,196,51
DUF373	90,142,223
DUF3730	110,83,211
DUF3731	188,187,85
DUF3732	65,198,57
DUF3734	51,203,65
DUF3736	147,220,106
DUF3737	138,211,102
DUF3738	163,202,78
DUF3739	203,51,95
DUF374	211,198,95
DUF3740	46,84,180
DUF3741	127,84,224
DUF3742	88,220,153
DUF3744	127,83,220
DUF3746	201,92,87
DUF3747	199,105,66
DUF3748	115,86,211
DUF3750	70,190,122
DUF3751	84,194,125
DUF3752	177,93,222
DUF3754	177,46,179
DUF3755	215,86,112
DUF3756	211,181,84
DUF3757	96,202,71
DUF3759	117,226,65
DUF3760	215,140,100
DUF3761	53,201,75
DUF3762	67,166,217
DUF3763	75,184,135
DUF3764	64,196,70
DUF3767	57,85,206
DUF3768	192,74,108
DUF3769	184,68,144
DUF3770	121,183,85
DUF3772	61,180,136
DUF3774	189,65,102
DUF3775	99,229,159
DUF3776	70,221,209
DUF3778	207,164,73
DUF378	150,61,203
DUF3780	208,119,82
DUF3781	103,165,221
DUF3782	158,209,60
DUF3783	87,72,201
DUF3784	146,74,200
DUF3785	185,87,60
DUF3786	217,141,93
DUF3787	119,63,180
DUF3788	218,104,99
DUF3789	113,92,201
DUF3791	164,91,189
DUF3792	115,67,221
DUF3793	187,69,66
DUF3794	98,186,79
DUF3795	223,64,110
DUF3796	114,210,88
DUF3797	178,80,169
DUF3798	189,54,186
DUF3799	53,86,193
DUF3800	218,55,54
DUF3801	223,182,75
DUF3802	196,131,82
DUF3804	69,137,186
DUF3805	107,217,127
DUF3806	185,60,217
DUF3807	83,210,192
DUF3808	188,68,62
DUF3809	73,135,225
DUF3810	90,82,200
DUF3811	99,126,221
DUF3813	203,76,146
DUF3817	204,120,58
DUF3818	77,93,198
DUF3819	129,59,193
DUF382	119,216,66
DUF3821	160,190,54
DUF3822	205,89,77
DUF3823	150,79,225
DUF3823_C	206,137,68
DUF3824	207,107,102
DUF3825	100,212,173
DUF3826	106,220,187
DUF3827	203,92,150
DUF3828	78,151,191
DUF3829	126,94,212
DUF383	92,206,90
DUF3830	75,157,180
DUF3833	195,95,135
DUF3834	210,185,85
DUF3835	135,211,84
DUF3836	98,220,106
DUF3837	54,193,152
DUF3839	53,187,182
DUF384	185,157,87
DUF3841	100,190,51
DUF3842	214,217,102
DUF3843	97,198,185
DUF3844	59,225,210
DUF3845	110,49,189
DUF3846	80,94,197
DUF3847	72,180,98
DUF3848	186,114,78
DUF3849	202,67,54
DUF3850	200,177,87
DUF3851	80,219,134
DUF3852	140,51,198
DUF3853	193,54,178
DUF3854	160,223,57
DUF3855	89,63,221
DUF3856	75,204,133
DUF3857	171,78,196
DUF3858	184,81,169
DUF3859	219,211,86
DUF386	122,225,84
DUF3860	99,227,71
DUF3861	75,221,75
DUF3862	72,56,208
DUF3863	64,121,194
DUF3864	196,195,98
DUF3865	79,199,110
DUF3866	180,95,72
DUF3867	183,182,88
DUF3868	212,82,205
DUF3869	201,80,89
DUF3870	96,212,168
DUF3871	212,162,100
DUF3872	180,78,95
DUF3873	58,101,203
DUF3874	69,110,211
DUF3875	77,228,213
DUF3876	90,204,102
DUF3877	74,102,186
DUF3878	61,200,124
DUF3879	93,215,221
DUF3880	190,203,93
DUF3881	102,212,163
DUF3882	221,57,164
DUF3883	86,209,57
DUF3884	159,58,207
DUF3885	197,52,74
DUF3886	204,52,103
DUF3887	77,131,227
DUF3888	179,73,176
DUF3889	205,112,52
DUF389	155,211,104
DUF3890	76,94,202
DUF3891	219,90,99
DUF3892	142,72,215
DUF3894	224,104,219
DUF3895	108,218,180
DUF3896	185,58,183
DUF3898	147,226,95
DUF3899	58,124,222
DUF390	107,179,88
DUF3900	108,87,178
DUF3902	76,87,190
DUF3903	79,110,186
DUF3905	221,95,174
DUF3906	83,185,210
DUF3907	62,198,57
DUF3908	132,78,179
DUF3909	193,70,194
DUF3910	182,78,189
DUF3911	188,181,50
DUF3912	74,199,179
DUF3913	203,62,87
DUF3914	95,198,147
DUF3915	197,92,80
DUF3916	72,196,49
DUF3917	70,211,117
DUF3918	63,203,63
DUF3919	179,173,84
DUF3920	189,201,53
DUF3921	79,72,184
DUF3922	223,99,91
DUF3923	164,215,100
DUF3924	216,95,153
DUF3925	116,85,214
DUF3926	57,182,158
DUF3927	64,202,52
DUF3928	178,62,65
DUF3929	56,184,149
DUF393	151,216,64
DUF3930	192,108,91
DUF3931	108,225,118
DUF3932	217,106,222
DUF3933	84,184,143
DUF3934	83,141,209
DUF3935	75,189,135
DUF3937	192,124,53
DUF3938	86,203,227
DUF3939	200,100,221
DUF3941	215,107,118
DUF3942	89,215,131
DUF3943	76,67,194
DUF3944	194,194,52
DUF3945	160,63,186
DUF3947	184,90,207
DUF3948	134,58,211
DUF3949	58,202,65
DUF3950	88,219,129
DUF3951	188,61,142
DUF3952	202,61,119
DUF3953	54,186,50
DUF3954	226,145,85
DUF3955	62,195,200
DUF3956	206,65,221
DUF3958	181,184,69
DUF3959	194,199,85
DUF3960	177,196,82
DUF3961	145,50,194
DUF3963	83,102,214
DUF3964	91,139,204
DUF3965	70,119,222
DUF3966	111,69,182
DUF3967	62,191,91
DUF3969	66,198,72
DUF397	94,195,165
DUF3970	192,142,82
DUF3971	120,83,199
DUF3972	98,132,208
DUF3973	180,111,57
DUF3974	87,210,120
DUF3975	65,202,73
DUF3976	207,77,139
DUF3977	122,223,93
DUF3978	181,159,60
DUF3979	208,94,193
DUF3980	179,203,80
DUF3981	204,92,208
DUF3982	54,214,142
DUF3983	123,197,80
DUF3984	180,71,52
DUF3985	162,200,79
DUF3986	160,86,212
DUF3987	70,200,145
DUF3989	168,46,183
DUF3990	84,204,211
DUF3991	155,95,210
DUF3992	203,133,57
DUF3993	114,101,213
DUF3994	99,224,178
DUF3995	84,135,199
DUF3996	72,225,207
DUF3997	60,224,90
DUF3999	199,68,76
DUF4003	158,74,215
DUF4004	75,91,185
DUF4005	73,219,99
DUF4006	190,120,69
DUF4007	85,223,129
DUF401	210,220,65
DUF4010	197,67,193
DUF4011	112,168,229
DUF4012	76,74,201
DUF4013	84,94,190
DUF4014	209,83,216
DUF4015	84,164,196
DUF4017	188,130,60
DUF4018	54,88,189
DUF4019	208,80,87
DUF402	135,185,68
DUF4020	203,228,80
DUF4021	60,68,194
DUF4022	162,228,75
DUF4023	225,141,111
DUF4024	198,108,57
DUF4025	193,81,170
DUF4026	88,192,178
DUF4027	119,80,195
DUF4028	80,172,214
DUF4029	79,203,52
DUF4030	54,199,60
DUF4031	190,224,61
DUF4032	68,219,223
DUF4033	170,200,96
DUF4034	96,217,177
DUF4035	61,185,88
DUF4037	126,88,215
DUF4038	75,48,183
DUF4040	148,46,180
DUF4041	153,85,199
DUF4042	194,205,73
DUF4043	189,97,77
DUF4044	196,80,153
DUF4045	191,81,148
DUF4046	193,193,85
DUF4047	104,61,197
DUF4048	202,203,69
DUF4049	89,166,181
DUF4050	188,74,116
DUF4051	210,72,63
DUF4052	88,181,137
DUF4054	200,123,96
DUF4055	188,175,70
DUF4056	86,186,172
DUF4057	158,225,103
DUF4058	77,118,180
DUF4059	196,95,122
DUF406	158,222,70
DUF4060	205,192,52
DUF4061	73,92,209
DUF4062	184,83,180
DUF4064	221,65,188
DUF4065	146,52,178
DUF4070	77,196,149
DUF4071	182,66,127
DUF4072	93,87,184
DUF4073	117,201,72
DUF4074	63,210,99
DUF4075	201,209,84
DUF4077	83,167,201
DUF4078	214,60,227
DUF4079	87,113,181
DUF4080	100,134,223
DUF4081	87,220,227
DUF4082	102,74,226
DUF4083	47,91,179
DUF4084	100,187,214
DUF4085	193,126,88
DUF4087	81,218,140
DUF4088	197,93,52
DUF4089	70,175,195
DUF4090	124,214,93
DUF4091	226,96,205
DUF4092	134,62,196
DUF4093	58,124,226
DUF4094	211,67,117
DUF4096	196,73,104
DUF4097	173,193,81
DUF4099	215,88,226
DUF410	189,220,71
DUF4100	163,78,193
DUF4101	63,69,195
DUF4105	166,203,54
DUF4106	215,191,103
DUF4107	223,144,103
DUF4108	199,56,173
DUF411	215,95,102
DUF4110	97,225,67
DUF4111	49,193,165
DUF4112	117,89,183
DUF4113	190,199,76
DUF4114	92,204,68
DUF4115	118,199,81
DUF4116	129,226,100
DUF4118	94,129,195
DUF4119	65,146,190
DUF412	115,105,221
DUF4120	180,65,58
DUF4121	60,221,73
DUF4122	163,202,76
DUF4123	58,175,206
DUF4124	84,208,79
DUF4125	181,81,176
DUF4126	207,88,164
DUF4127	188,109,47
DUF4128	154,59,210
DUF4129	81,185,63
DUF413	156,57,196
DUF4130	120,106,223
DUF4131	122,50,199
DUF4132	192,105,90
DUF4133	98,63,178
DUF4134	106,201,85
DUF4135	228,84,217
DUF4136	88,138,210
DUF4138	204,79,153
DUF4139	110,201,93
DUF4140	211,159,86
DUF4141	224,134,83
DUF4142	131,76,193
DUF4143	200,66,144
DUF4144	72,184,128
DUF4145	216,136,54
DUF4147	213,185,78
DUF4148	134,107,219
DUF4149	90,83,200
DUF4150	86,181,80
DUF4152	228,108,97
DUF4153	88,223,128
DUF4154	169,69,216
DUF4156	94,91,187
DUF4157	62,183,173
DUF4158	93,106,195
DUF4159	197,65,62
DUF416	193,176,67
DUF4160	93,222,207
DUF4162	100,223,143
DUF4164	83,95,181
DUF4165	65,205,153
DUF4166	52,176,203
DUF4167	186,71,84
DUF4168	212,80,169
DUF4169	188,78,194
DUF417	55,207,93
DUF4170	102,228,131
DUF4171	86,180,160
DUF4172	169,82,187
DUF4173	70,56,210
DUF4174	48,193,121
DUF4175	200,175,96
DUF4176	192,87,82
DUF4177	224,108,57
DUF4178	215,82,85
DUF4179	191,175,52
DUF418	187,49,183
DUF4180	188,58,73
DUF4181	63,142,226
DUF4183	125,198,96
DUF4184	203,185,84
DUF4185	169,59,211
DUF4186	157,214,107
DUF4187	87,72,197
DUF4188	159,228,93
DUF4189	208,82,56
DUF4190	184,90,99
DUF4191	157,53,189
DUF4192	218,55,95
DUF4193	201,77,82
DUF4194	125,197,76
DUF4195	128,97,227
DUF4196	196,115,56
DUF4197	209,102,94
DUF4198	89,214,86
DUF4199	197,55,61
DUF420	107,50,187
DUF4200	54,193,184
DUF4201	212,161,98
DUF4202	221,66,115
DUF4203	90,198,152
DUF4205	73,225,153
DUF4207	96,193,71
DUF4208	186,94,194
DUF4209	216,115,73
DUF421	165,197,85
DUF4210	197,61,216
DUF4211	151,85,180
DUF4212	77,186,151
DUF4213	220,66,104
DUF4214	220,184,88
DUF4215	222,107,165
DUF4216	57,86,188
DUF4217	192,89,52
DUF4218	79,78,200
DUF4219	111,192,58
DUF4220	104,211,148
DUF4221	191,66,167
DUF4222	180,146,78
DUF4223	200,88,128
DUF4224	180,69,165
DUF4225	216,65,198
DUF4226	99,77,218
DUF4227	81,216,202
DUF4228	71,227,169
DUF4229	166,187,67
DUF423	102,216,59
DUF4230	173,212,59
DUF4231	207,150,89
DUF4232	149,65,211
DUF4233	47,80,189
DUF4234	94,183,200
DUF4235	222,107,77
DUF4236	59,109,207
DUF4238	67,204,162
DUF4239	183,149,71
DUF424	114,90,194
DUF4240	58,76,220
DUF4241	218,69,122
DUF4242	106,73,225
DUF4243	77,150,178
DUF4244	139,196,68
DUF4245	67,201,219
DUF4246	213,118,86
DUF4247	52,73,192
DUF4248	222,110,105
DUF4249	94,183,50
DUF4250	215,149,106
DUF4251	69,159,181
DUF4252	64,223,133
DUF4253	151,80,181
DUF4254	77,93,204
DUF4255	217,228,80
DUF4256	181,84,148
DUF4257	83,209,222
DUF4258	191,110,79
DUF4259	133,213,74
DUF4260	148,69,185
DUF4261	215,89,156
DUF4262	52,128,187
DUF4263	78,186,149
DUF4264	181,220,104
DUF4265	53,61,194
DUF4266	173,104,216
DUF4267	98,222,195
DUF4268	174,98,204
DUF4269	101,49,189
DUF4270	81,206,86
DUF4271	88,220,219
DUF4272	140,77,211
DUF4274	102,135,212
DUF4275	61,126,194
DUF4276	218,215,59
DUF4277	67,132,210
DUF4278	130,178,73
DUF4279	88,190,201
DUF4280	69,198,215
DUF4281	99,150,200
DUF4282	206,167,53
DUF4283	95,95,222
DUF4284	75,224,152
DUF4286	108,204,58
DUF4287	85,192,152
DUF4288	229,78,199
DUF429	101,191,204
DUF4290	182,51,73
DUF4291	85,214,224
DUF4292	135,52,191
DUF4293	86,180,205
DUF4294	190,90,150
DUF4295	202,55,199
DUF4296	80,192,190
DUF4297	189,106,81
DUF4298	54,125,198
DUF4299	72,150,227
DUF43	179,207,90
DUF4300	125,228,60
DUF4301	216,205,106
DUF4302	220,70,80
DUF4303	57,218,105
DUF4304	130,97,196
DUF4305	82,200,155
DUF4306	229,81,136
DUF4307	91,221,160
DUF4309	55,56,205
DUF4310	74,149,212
DUF4311	112,193,57
DUF4312	225,100,75
DUF4313	63,74,214
DUF4314	88,102,225
DUF4315	195,142,69
DUF4316	68,227,108
DUF4317	64,193,57
DUF4318	218,105,117
DUF432	117,208,68
DUF4320	211,58,224
DUF4321	56,185,218
DUF4322	93,202,217
DUF4325	70,165,180
DUF4326	79,196,132
DUF4327	89,203,164
DUF4328	177,190,93
DUF4329	55,66,211
DUF433	205,68,213
DUF4330	183,218,85
DUF4331	204,118,62
DUF4332	152,226,97
