1-cysPrx_C	159,78,55	#9f4e37
DUF4136	103,145,83	#679153
DUF4138	157,104,89	#9d6859
DUF4139	163,108,209	#a36cd1
DUF4140	141,70,51	#8d4633
DUF4141	225,102,69	#e16645
DUF4142	137,166,91	#89a65b
DUF4143	66,154,68	#429a44
DUF4144	225,111,79	#e16f4f
DUF4145	186,82,115	#ba5273
DUF4147	149,72,51	#954833
DUF4148	220,145,124	#dc917c
DUF4149	140,81,57	#8c5139
DUF4150	86,181,80	#56b550
DUF4152	73,170,113	#49aa71
DUF4153	165,77,53	#a54d35
DUF4154	200,133,115	#c88573
DUF4156	156,96,79	#9c604f
DUF4157	62,183,173	#3eb7ad
DUF4158	207,100,71	#cf6447
DUF4159	238,232,134	#eee886
DUF416	222,142,120	#de8e78
DUF4160	223,107,76	#df6b4c
DUF4162	158,101,85	#9e6555
DUF4164	160,100,84	#a06454
DUF4165	131,98,162	#8362a2
DUF4166	138,68,157	#8a449d
DUF4167	216,139,117	#d88b75
DUF4168	108,169,70	#6ca946
DUF4169	164,79,56	#a44f38
DUF417	161,64,240	#a140f0
DUF4170	158,71,47	#9e472f
DUF4171	137,90,77	#895a4d
DUF4172	198,131,113	#c68371
DUF4173	70,56,210	#4638d2
DUF4174	136,71,58	#88473a
DUF4175	196,120,99	#c47863
DUF4176	150,75,54	#964b36
DUF4177	163,80,57	#a35039
DUF4178	152,69,46	#98452e
DUF4179	74,39,108	#4a276c
DUF418	140,77,161	#8c4da1
DUF4180	206,98,68	#ce6244
DUF4181	222,145,124	#de917c
DUF4183	166,83,61	#a6533d
DUF4184	180,102,116	#b46674
DUF4185	136,65,60	#88413c
DUF4186	216,107,77	#d86b4d
DUF4187	207,106,78	#cf6a4e
DUF4188	159,228,93	#9fe45d
DUF4189	166,108,92	#a66c5c
DUF4190	150,77,57	#964d39
DUF4191	207,136,116	#cf8874
DUF4192	213,110,81	#d56e51
DUF4193	221,112,82	#dd7052
DUF4194	198,203,108	#c6cb6c
DUF4195	226,106,73	#e26a49
DUF4196	206,106,79	#ce6a4f
DUF4197	215,107,77	#d76b4d
DUF4198	185,129,231	#b981e7
DUF4199	154,71,48	#9a4730
DUF420	162,79,56	#a24f38
DUF4200	141,72,52	#8d4834
DUF4201	212,161,98	#d4a162
DUF4202	36,28,127	#241c7f
DUF4203	159,82,60	#9f523c
DUF4205	73,225,153	#49e199
DUF4207	96,193,71	#60c147
DUF4208	186,94,194	#ba5ec2
DUF4209	158,99,83	#9e6353
DUF421	139,71,52	#8b4734
DUF4210	138,62,41	#8a3e29
DUF4211	225,112,80	#e17050
DUF4212	214,135,114	#d68772
DUF4213	215,136,115	#d78873
DUF4214	148,74,54	#944a36
DUF4215	162,78,55	#a24e37
DUF4216	165,81,58	#a5513a
DUF4217	192,89,52	#c05934
DUF4218	143,94,80	#8f5e50
DUF4219	210,208,58	#d2d03a
DUF4220	163,100,83	#a36453
DUF4221	212,122,152	#d47a98
DUF4222	50,217,50	#32d932
DUF4223	209,127,105	#d17f69
DUF4224	207,103,75	#cf674b
DUF4225	205,122,99	#cd7a63
DUF4226	120,203,195	#78cbc3
DUF4227	225,115,85	#e17355
DUF4228	71,227,169	#47e3a9
DUF4229	160,79,56	#a04f38
DUF423	205,97,67	#cd6143
DUF4230	159,100,84	#9f6454
DUF4231	67,143,136	#438f88
DUF4232	117,69,164	#7545a4
DUF4233	149,72,51	#954833
DUF4234	140,90,77	#8c5a4d
DUF4235	212,106,77	#d46a4d
DUF4236	146,92,77	#925c4d
DUF4238	166,82,59	#a6523b
DUF4239	206,92,61	#ce5c3d
DUF424	212,106,77	#d46a4d
DUF4240	144,89,73	#905949
DUF4241	201,90,59	#c95a3b
DUF4242	106,73,225	#6a49e1
DUF4243	77,150,178	#4d96b2
DUF4244	199,95,66	#c75f42
DUF4245	137,86,72	#895648
DUF4246	81,118,189	#5176bd
DUF4246_N	212,97,66	#d46142
DUF4247	143,73,54	#8f4936
DUF4248	207,128,106	#cf806a
DUF4249	163,108,93	#a36c5d
DUF4250	152,94,78	#985e4e
DUF4251	208,124,101	#d07c65
DUF4252	198,125,105	#c67d69
DUF4253	142,69,49	#8e4531
DUF4254	209,98,67	#d16243
DUF4255	217,228,80	#d9e450
DUF4256	162,75,51	#a24b33
DUF4257	165,105,88	#a56958
DUF4258	70,71,166	#4647a6
DUF4259	144,72,52	#904834
DUF4260	198,99,72	#c66348
DUF4261	30,148,76	#1e944c
DUF4262	103,235,155	#67eb9b
DUF4263	78,186,149	#4eba95
DUF4264	153,69,46	#99452e
DUF4265	225,133,108	#e1856c
DUF4266	149,75,55	#954b37
DUF4267	166,101,84	#a66554
DUF4268	144,92,78	#905c4e
DUF4269	232,131,230	#e883e6
DUF4270	118,70,159	#76469f
DUF4271	163,97,79	#a3614f
DUF4272	218,108,78	#da6c4e
DUF4274	205,106,78	#cd6a4e
DUF4275	143,71,52	#8f4734
DUF4276	163,104,87	#a36857
DUF4277	148,92,76	#945c4c
DUF4278	139,65,45	#8b412d
DUF4279	211,129,106	#d3816a
DUF4280	138,62,41	#8a3e29
DUF4281	99,150,200	#6396c8
DUF4282	209,100,70	#d16446
DUF4283	168,181,83	#a8b553
DUF4284	153,102,87	#996657
DUF4286	79,55,146	#4f3792
DUF4287	222,140,117	#de8c75
DUF4288	215,100,68	#d76444
DUF429	103,234,157	#67ea9d
DUF4290	224,148,127	#e0947f
DUF4291	166,109,93	#a66d5d
DUF4292	77,137,148	#4d8994
DUF4293	197,91,62	#c55b3e
DUF4294	225,105,72	#e16948
DUF4295	166,105,88	#a66958
DUF4296	159,106,91	#9f6a5b
DUF4297	189,106,81	#bd6a51
DUF4298	200,97,69	#c86145
DUF4299	225,146,124	#e1927c
DUF43	179,207,90	#b3cf5a
DUF4300	215,137,115	#d78973
DUF4301	139,84,68	#8b5444
DUF4302	202,97,67	#ca6143
DUF4303	141,92,78	#8d5c4e
DUF4304	151,91,75	#975b4b
DUF4305	210,109,81	#d26d51
DUF4306	149,77,58	#954d3a
DUF4307	151,68,45	#97442d
DUF4309	93,180,105	#5db469
DUF4310	200,93,64	#c85d40
DUF4311	214,96,63	#d6603f
DUF4312	157,102,86	#9d6656
DUF4313	215,105,75	#d7694b
DUF4314	81,178,81	#51b251
DUF4315	164,74,50	#a44a32
DUF4316	201,91,61	#c95b3d
DUF4317	198,99,72	#c66348
DUF4318	151,74,53	#974a35
DUF432	143,90,75	#8f5a4b
DUF4320	147,74,54	#934a36
DUF4321	199,123,102	#c77b66
DUF4322	217,132,109	#d9846d
DUF4325	85,145,171	#5591ab
DUF4326	157,91,80	#9d5b50
DUF4327	198,88,58	#c6583a
DUF4328	201,104,78	#c9684e
DUF4329	136,62,42	#883e2a
DUF433	132,137,47	#84892f
DUF4330	197,96,68	#c56044
DUF4331	198,130,111	#c6826f
DUF4332	157,101,194	#9d65c2
DUF4333	150,92,76	#965c4c
DUF4334	154,75,53	#9a4b35
DUF4335	148,92,76	#945c4c
DUF4336	155,95,78	#9b5f4e
DUF4337	151,77,57	#974d39
DUF4338	97,54,208	#6136d0
DUF434	192,198,103	#c0c667
DUF4340	216,97,64	#d86140
DUF4342	149,72,50	#954832
DUF4343	214,228,80	#d6e450
DUF4344	57,121,114	#397972
DUF4345	210,136,116	#d28874
DUF4346	207,125,61	#cf7d3d
DUF4347	135,52,152	#873498
DUF4348	99,196,191	#63c4bf
DUF4349	166,104,87	#a66857
DUF4350	241,235,127	#f1eb7f
DUF4351	159,103,88	#9f6758
DUF4352	53,66,116	#354274
DUF4354	67,88,169	#4358a9
DUF4355	201,105,78	#c9694e
DUF4357	142,86,71	#8e5647
DUF4358	146,91,76	#925b4c
DUF4359	212,105,75	#d4694b
DUF436	117,38,29	#75261d
DUF4360	208,93,61	#d05d3d
DUF4361	220,210,70	#dcd246
DUF4362	216,111,82	#d86f52
DUF4363	164,103,86	#a46756
DUF4364	206,212,108	#ced46c
DUF4365	136,85,70	#885546
DUF4366	158,219,85	#9edb55
DUF4367	208,126,103	#d07e67
DUF4368	211,132,110	#d3846e
DUF4369	219,107,76	#db6b4c
DUF4370	227,153,103	#e39967
DUF4371	138,85,71	#8a5547
DUF4372	221,105,73	#dd6949
DUF4373	197,55,100	#c53764
DUF4374	211,118,148	#d37694
DUF4375	153,207,90	#99cf5a
DUF4376	149,95,80	#955f50
DUF4377	140,72,53	#8c4835
DUF4378	147,97,83	#936153
DUF4379	43,34,148	#2b2294
DUF438	214,95,63	#d65f3f
DUF4380	196,94,65	#c45e41
DUF4381	212,110,82	#d46e52
DUF4382	143,69,49	#8f4531
DUF4383	219,144,124	#db907c
DUF4384	163,106,90	#a36a5a
DUF4385	149,69,46	#95452e
DUF4386	163,102,85	#a36655
DUF4387	146,73,53	#924935
DUF4388	221,145,125	#dd917d
DUF4389	166,84,61	#a6543d
DUF4390	205,95,64	#cd5f40
DUF4391	202,104,76	#ca684c
DUF4392	180,50,108	#b4326c
DUF4393	176,62,182	#b03eb6
DUF4394	157,62,93	#9d3e5d
DUF4395	148,69,47	#94452f
DUF4396	155,102,87	#9b6657
DUF4397	120,58,172	#783aac
DUF4398	136,67,48	#884330
DUF4399	200,97,68	#c86144
DUF440	166,104,87	#a66857
DUF4400	151,73,52	#974934
DUF4401	205,129,108	#cd816c
DUF4402	144,85,69	#905545
DUF4403	208,127,104	#d07f68
DUF4404	161,101,85	#a16555
DUF4405	170,102,34	#aa6622
DUF4406	104,146,32	#689220
DUF4407	212,139,119	#d48b77
DUF4408	155,78,57	#9b4e39
DUF441	163,106,90	#a36a5a
DUF4410	159,97,80	#9f6150
DUF4411	202,110,174	#ca6eae
DUF4412	108,208,225	#6cd0e1
DUF4413	58,131,191	#3a83bf
DUF4416	139,72,54	#8b4836
DUF4417	149,89,72	#955948
DUF4418	160,102,86	#a06656
DUF4419	157,70,46	#9d462e
DUF442	73,189,97	#49bd61
DUF4420	80,138,81	#508a51
DUF4421	27,105,129	#1b6981
DUF4422	152,97,82	#986152
DUF4423	131,137,40	#838928
DUF4423_like	202,208,114	#cad072
DUF4424	123,159,211	#7b9fd3
DUF4426	88,63,113	#583f71
DUF4427	199,89,59	#c7593b
DUF4428	159,102,86	#9f6656
DUF4429	203,101,72	#cb6548
DUF443	139,71,52	#8b4734
DUF4430	175,62,228	#af3ee4
DUF4431	213,134,112	#d58670
DUF4432	73,140,127	#498c7f
DUF4434	209,170,123	#d1aa7b
DUF4435	216,129,105	#d88169
DUF4436	158,72,49	#9e4831
DUF4437	54,83,140	#36538c
DUF4438	92,70,198	#5c46c6
DUF4438_C	155,94,77	#9b5e4d
DUF4439	154,185,107	#9ab96b
DUF444	76,94,139	#4c5e8b
DUF4440	60,193,187	#3cc1bb
DUF4441	146,65,43	#92412b
DUF4442	112,65,144	#704190
DUF4443	179,195,74	#b3c34a
DUF4444	67,229,67	#43e543
DUF4446	214,99,67	#d66343
DUF4447	207,214,100	#cfd664
DUF4448	55,113,212	#3771d4
DUF4449	215,128,103	#d78067
DUF445	142,92,78	#8e5c4e
DUF4450	42,125,108	#2a7d6c
DUF4451	219,211,76	#dbd34c
DUF4452	146,76,57	#924c39
DUF4453	82,174,82	#52ae52
DUF4454	162,106,90	#a26a5a
DUF4455	204,99,70	#cc6346
DUF4456	144,73,54	#904936
DUF4457	148,99,85	#946355
DUF4458	176,124,219	#b07cdb
DUF4459	215,138,117	#d78a75
DUF446	156,98,82	#9c6252
DUF4460	219,144,124	#db907c
DUF4461	147,93,78	#935d4e
DUF4462	144,93,78	#905d4e
DUF4464	202,91,60	#ca5b3c
DUF4465	54,96,127	#36607f
DUF4466	226,112,80	#e27050
DUF4467	60,191,185	#3cbfb9
DUF4468	209,107,78	#d16b4e
DUF4469	88,62,114	#583e72
DUF447	72,194,229	#48c2e5
DUF4470	207,131,110	#cf836e
DUF4471	202,127,106	#ca7f6a
DUF4472	158,100,83	#9e6453
DUF4473	158,104,88	#9e6858
DUF4474	164,103,86	#a46756
DUF4476	155,103,88	#9b6758
DUF4477	127,226,67	#7fe243
DUF4478	197,94,66	#c55e42
DUF4479	201,130,110	#c9826e
DUF447_C	217,133,110	#d9856e
DUF447_N	153,144,93	#99905d
DUF448	129,223,59	#81df3b
DUF4481	217,142,121	#d98e79
DUF4482	62,219,101	#3edb65
DUF4483	152,56,215	#9838d7
DUF4484	198,90,60	#c65a3c
DUF4485	201,90,59	#c95a3b
DUF4486	64,57,223	#4039df
DUF4487	166,75,50	#a64b32
DUF4488	173,107,191	#ad6bbf
DUF4489	207,126,103	#cf7e67
DUF4490	225,111,160	#e16fa0
DUF4491	205,124,102	#cd7c66
DUF4492	224,139,115	#e08b73
DUF4493	214,128,104	#d68068
DUF4494	145,88,72	#915848
DUF4495	94,154,64	#5e9a40
DUF4497	159,182,54	#9fb636
DUF4498	228,119,94	#e4775e
DUF4499	200,122,92	#c87a5c
DUF45	107,141,217	#6b8dd9
DUF4500	147,93,78	#935d4e
DUF4501	155,72,49	#9b4831
DUF4502	198,89,58	#c6593a
DUF4503	160,97,80	#a06150
DUF4504	215,135,113	#d78771
DUF4505	207,124,101	#cf7c65
DUF4506	181,88,111	#b5586f
DUF4507	179,77,188	#b34dbc
DUF4508	146,67,45	#92432d
DUF4509	93,224,84	#5de054
DUF4510	68,115,181	#4473b5
DUF4512	208,106,78	#d06a4e
DUF4513	58,206,160	#3acea0
DUF4514	165,82,59	#a5523b
DUF4515	143,89,75	#8f594b
DUF4516	205,106,79	#cd6a4f
DUF4517	225,148,127	#e1947f
DUF4518	67,128,125	#43807d
DUF4519	160,98,80	#a06250
DUF452	161,224,99	#a1e063
DUF4520	115,166,56	#73a638
DUF4521	102,149,229	#6695e5
DUF4522	154,96,80	#9a6050
DUF4523	85,72,163	#5548a3
DUF4524	188,172,50	#bcac32
DUF4524_C	108,156,52	#6c9c34
DUF4524_N	166,207,117	#a6cf75
DUF4525	199,92,63	#c75c3f
DUF4527	208,139,120	#d08b78
DUF4528	165,80,57	#a55039
DUF4529	163,103,86	#a36756
DUF4530	198,127,107	#c67f6b
DUF4531	178,102,88	#b26658
DUF4532	210,95,63	#d25f3f
DUF4533	208,129,108	#d0816c
DUF4534	146,92,77	#925c4d
DUF4535	225,141,118	#e18d76
DUF4536	152,71,48	#984730
DUF4537	49,180,49	#31b431
DUF4538	198,126,106	#c67e6a
DUF4539	64,59,193	#403bc1
DUF454	158,82,61	#9e523d
DUF4541	196,220,107	#c4dc6b
DUF4542	221,204,99	#ddcc63
DUF4543	200,126,106	#c87e6a
DUF4545	138,84,69	#8a5445
DUF4547	157,70,46	#9d462e
DUF4548	167,81,57	#a75139
DUF4549	151,94,78	#975e4e
DUF455	194,239,125	#c2ef7d
DUF4550	149,96,81	#956051
DUF4551	164,82,59	#a4523b
DUF4552	179,223,95	#b3df5f
DUF4553	217,111,82	#d96f52
DUF4554	157,101,85	#9d6555
DUF4555	178,76,143	#b24c8f
DUF4556	93,66,120	#5d4278
DUF4558	69,224,183	#45e0b7
DUF4559	201,93,64	#c95d40
DUF456	216,45,121	#d82d79
DUF4560	225,105,72	#e16948
DUF4562	143,66,45	#8f422d
DUF4564	129,85,213	#8155d5
DUF4566	139,83,68	#8b5344
DUF4567	152,90,73	#985a49
DUF4568	218,107,76	#da6b4c
DUF4569	201,90,116	#c95a74
DUF4570	183,59,178	#b73bb2
DUF4571	212,96,151	#d46097
DUF4572	80,191,191	#50bfbf
DUF4573	219,105,73	#db6949
DUF4574	165,68,193	#a544c1
DUF4575	198,100,73	#c66449
DUF4576	142,68,47	#8e442f
DUF4577	159,104,89	#9f6859
DUF4578	219,142,121	#db8e79
DUF4579	69,227,82	#45e352
DUF4580	54,68,208	#3644d0
DUF4581	208,108,81	#d06c51
DUF4585	222,135,111	#de876f
DUF4586	96,202,151	#60ca97
DUF4587	202,130,110	#ca826e
DUF4588	85,223,174	#55dfae
DUF4589	158,94,77	#9e5e4d
DUF459	141,151,80	#8d9750
DUF4590	218,106,76	#da6a4c
DUF4592	205,92,60	#cd5c3c
DUF4594	212,102,71	#d46647
DUF4595	68,146,169	#4492a9
DUF4596	82,205,171	#52cdab
DUF4597	211,98,67	#d36243
DUF4598	67,203,126	#43cb7e
DUF4599	222,115,86	#de7356
DUF460	222,104,71	#de6847
DUF4600	138,87,73	#8a5749
DUF4601	188,219,67	#bcdb43
DUF4602	219,104,72	#db6848
DUF4603	153,96,80	#996050
DUF4604	150,69,47	#96452f
DUF4605	162,74,50	#a24a32
DUF4606	140,62,41	#8c3e29
DUF4607	151,74,53	#974a35
DUF4609	211,96,64	#d36040
DUF4611	198,101,74	#c6654a
DUF4612	139,67,48	#8b4330
DUF4614	164,73,48	#a44930
DUF4615	221,134,110	#dd866e
DUF4616	226,145,123	#e2917b
DUF4617	156,80,59	#9c503b
DUF4618	225,134,109	#e1866d
DUF4619	210,95,63	#d25f3f
DUF4620	223,106,74	#df6a4a
DUF4621	186,219,35	#badb23
DUF4623	205,81,121	#cd5179
DUF4624	208,93,61	#d05d3d
DUF4625	99,73,125	#63497d
DUF4627	101,139,168	#658ba8
DUF4628	159,83,61	#9f533d
DUF4629	149,90,73	#955a49
DUF463	101,202,230	#65cae6
DUF4630	199,101,74	#c7654a
DUF4632	208,137,117	#d08975
DUF4633	146,72,52	#924834
DUF4634	145,92,78	#915c4e
DUF4635	209,129,107	#d1816b
DUF4636	205,97,67	#cd6143
DUF4637	166,110,94	#a66e5e
DUF4638	211,125,102	#d37d66
DUF4639	210,128,106	#d2806a
DUF4640	144,68,47	#90442f
DUF4641	162,83,61	#a2533d
DUF4642	139,68,48	#8b4430
DUF4643	143,86,70	#8f5646
DUF4644	200,98,70	#c86246
DUF4645	136,63,43	#883f2b
DUF4646	218,132,108	#da846c
DUF4647	163,103,87	#a36757
DUF4648	102,144,220	#6690dc
DUF4649	196,99,72	#c46348
DUF465	152,94,78	#985e4e
DUF4650	207,126,103	#cf7e67
DUF4651	153,77,57	#994d39
DUF4652	194,69,110	#c2456e
DUF4653	142,72,53	#8e4835
DUF4655	141,88,74	#8d584a
DUF4656	198,124,104	#c67c68
DUF4657	150,74,53	#964a35
DUF4658	162,81,58	#a2513a
DUF4659	207,105,77	#cf694d
DUF4660	219,106,75	#db6a4b
DUF4661	221,104,71	#dd6847
DUF4662	200,131,112	#c88370
DUF4663	139,69,50	#8b4532
DUF4665	153,90,73	#995a49
DUF4666	198,120,98	#c67862
DUF4667	147,70,48	#934630
DUF4668	197,101,75	#c5654b
DUF4670	210,100,70	#d26446
DUF4671	62,60,182	#3e3cb6
DUF4672	201,132,113	#c98471
DUF4674	155,76,54	#9b4c36
DUF4675	156,98,82	#9c6252
DUF4677	162,99,81	#a26351
DUF4678	147,67,45	#93432d
DUF4679	214,129,106	#d6816a
DUF468	207,101,72	#cf6548
DUF4680	166,103,85	#a66755
DUF4681	210,128,105	#d28069
DUF4682	207,95,64	#cf5f40
DUF4683	145,97,83	#916153
DUF4684	162,81,59	#a2513b
DUF4685	144,67,46	#90432e
DUF4686	157,95,78	#9d5f4e
DUF4687	222,136,113	#de8871
DUF4688	154,97,81	#9a6151
DUF4689	147,70,49	#934631
DUF469	81,158,187	#519ebb
DUF4690	151,93,77	#975d4d
DUF4691	139,69,49	#8b4531
DUF4692	144,73,53	#904935
DUF4693	215,130,107	#d7826b
DUF4694	149,67,44	#95432c
DUF4695	149,97,83	#956153
DUF4696	70,219,57	#46db39
DUF4698	212,110,82	#d46e52
DUF4699	215,143,123	#d78f7b
DUF4701	67,78,224	#434ee0
DUF4702	140,67,46	#8c432e
DUF4703	138,62,41	#8a3e29
DUF4704	157,230,122	#9de67a
DUF4705	166,101,83	#a66553
DUF4706	143,87,72	#8f5748
DUF4707	188,153,93	#bc995d
DUF4708	215,107,77	#d76b4d
DUF4709	142,72,52	#8e4834
DUF4710	125,217,94	#7dd95e
DUF4711	203,128,107	#cb806b
DUF4712	211,140,121	#d38c79
DUF4713	99,196,225	#63c4e1
DUF4714	200,92,62	#c85c3e
DUF4715	156,71,48	#9c4730
DUF4716	198,95,66	#c65f42
DUF4717	105,187,70	#69bb46
DUF4718	138,84,69	#8a5445
DUF4719	157,104,89	#9d6859
DUF4720	163,80,57	#a35039
DUF4722	141,71,52	#8d4734
DUF4723	137,121,82	#897952
DUF4724	144,91,76	#905b4c
DUF4726	166,104,86	#a66856
DUF4727	198,98,70	#c66246
DUF4728	227,101,239	#e365ef
DUF4729	130,158,92	#829e5c
DUF473	223,111,80	#df6f50
DUF4730	224,109,77	#e06d4d
DUF4731	163,81,59	#a3513b
DUF4732	201,104,77	#c9684d
DUF4733	87,211,70	#57d346
DUF4734	164,107,91	#a46b5b
DUF4735	210,128,105	#d28069
DUF4736	218,144,123	#da907b
DUF4738	140,67,47	#8c432f
DUF4739	213,100,69	#d56445
DUF4741	202,132,113	#ca8471
DUF4743	122,202,52	#7aca34
DUF4744	158,94,76	#9e5e4c
DUF4745	205,133,113	#cd8571
DUF4746	158,97,81	#9e6151
DUF4747	210,128,106	#d2806a
DUF4748	148,73,52	#944934
DUF4749	161,107,92	#a16b5c
DUF475	157,77,94	#9d4d5e
DUF4750	146,69,48	#924530
DUF4751	211,128,104	#d38068
DUF4752	211,104,75	#d3684b
DUF4754	204,100,71	#cc6447
DUF4755	163,78,54	#a34e36
DUF4756	201,122,100	#c97a64
DUF4757	147,66,44	#93422c
DUF4758	165,105,89	#a56959
DUF4760	157,71,47	#9d472f
DUF4761	223,140,117	#df8c75
DUF4762	226,105,72	#e26948
DUF4763	198,98,71	#c66247
DUF4764	165,104,88	#a56858
DUF4765	146,93,78	#925d4e
DUF4766	197,96,69	#c56045
DUF4767	150,91,75	#965b4b
DUF4768	212,131,109	#d4836d
DUF4769	163,77,53	#a34d35
DUF4770	226,114,84	#e27254
DUF4771	223,134,109	#df866d
DUF4772	84,165,84	#54a554
DUF4773	141,85,69	#8d5545
DUF4774	203,105,78	#cb694e
DUF4775	144,86,70	#905646
DUF4776	142,94,81	#8e5e51
DUF4777	150,155,74	#969b4a
DUF4778	150,71,50	#964732
DUF4779	138,66,46	#8a422e
DUF478	201,120,98	#c97862
DUF4780	206,94,63	#ce5e3f
DUF4781	221,133,109	#dd856d
DUF4783	42,131,126	#2a837e
DUF4784	138,47,77	#8a2f4d
DUF4784_N	114,59,167	#723ba7
DUF4785	187,88,119	#bb5877
DUF4785_1st	156,96,79	#9c604f
DUF4785_2nd	95,69,121	#5f4579
DUF4785_3rd	130,95,165	#825fa5
DUF4786	137,86,72	#895648
DUF4787	161,82,60	#a1523c
DUF4788	161,223,72	#a1df48
DUF4789	223,139,116	#df8b74
DUF4790	209,128,106	#d1806a
DUF4791	158,102,87	#9e6657
DUF4792	226,139,76	#e28b4c
DUF4793	61,162,182	#3da2b6
DUF4794	144,67,46	#90432e
DUF4795	156,78,57	#9c4e39
DUF4796	81,209,176	#51d1b0
DUF4796_C	40,129,34	#288122
DUF4796_N	150,93,78	#965d4e
DUF4797	204,94,64	#cc5e40
DUF4798	213,129,106	#d5816a
DUF4799	204,95,65	#cc5f41
DUF480	144,149,71	#909547
DUF4800	226,102,68	#e26644
DUF4801	172,95,207	#ac5fcf
DUF4802	221,101,68	#dd6544
DUF4803	155,69,45	#9b452d
DUF4804	153,184,70	#99b846
DUF4805	138,86,72	#8a5648
DUF4806	139,146,40	#8b9228
DUF4807	215,110,82	#d76e52
DUF4808	153,101,86	#996556
DUF4809	219,105,73	#db6949
DUF481	31,133,163	#1f85a3
DUF4810	222,110,79	#de6e4f
DUF4811	164,73,48	#a44930
DUF4812	220,135,112	#dc8770
DUF4813	211,129,107	#d3816b
DUF4815	211,127,103	#d37f67
DUF4816	222,113,83	#de7153
DUF4817	198,205,102	#c6cd66
DUF4818	149,90,74	#955a4a
DUF4819	48,177,48	#30b130
DUF4820	153,76,55	#994c37
DUF4821	118,79,229	#764fe5
DUF4822	200,139,217	#c88bd9
DUF4823	216,144,124	#d8907c
DUF4824	197,129,110	#c5816e
DUF4825	224,114,83	#e07253
DUF4826	136,90,77	#885a4d
DUF4827	148,130,31	#94821f
DUF4828	153,92,75	#995c4b
DUF4829	72,190,184	#48beb8
DUF483	211,130,108	#d3826c
DUF4830	208,95,64	#d05f40
DUF4831	214,127,103	#d67f67
DUF4832	144,70,50	#904632
DUF4833	221,144,123	#dd907b
DUF4834	164,99,81	#a46351
DUF4835	153,70,47	#99462f
DUF4836	149,98,84	#956254
DUF4837	205,97,67	#cd6143
DUF4838	148,121,89	#947959
DUF4839	223,137,113	#df8971
DUF484	91,91,182	#5b5bb6
DUF4840	85,152,173	#5598ad
DUF4841	207,132,112	#cf8470
DUF4842	150,93,78	#965d4e
DUF4843	85,61,109	#553d6d
DUF4844	138,89,76	#8a594c
DUF4845	140,86,71	#8c5647
DUF4846	219,111,81	#db6f51
DUF4847	126,60,144	#7e3c90
DUF4848	214,142,123	#d68e7b
DUF4849	82,181,136	#52b588
DUF485	223,137,114	#df8972
DUF4850	165,108,92	#a56c5c
DUF4851	138,89,76	#8a594c
DUF4852	165,99,81	#a56351
DUF4853	148,93,78	#945d4e
DUF4854	199,91,62	#c75b3e
DUF4855	199,94,65	#c75e41
DUF4856	162,102,85	#a26655
DUF4857	223,133,109	#df856d
DUF4858	216,104,73	#d86849
DUF4859	157,80,59	#9d503b
DUF4860	142,86,71	#8e5647
DUF4861	161,100,84	#a16454
DUF4862	226,182,130	#e2b682
DUF4863	145,96,83	#916053
DUF4864	68,120,118	#447876
DUF4865	166,105,89	#a66959
DUF4866	162,72,48	#a24830
DUF4867	78,97,133	#4e6185
DUF4868	228,106,113	#e46a71
DUF4869	200,101,74	#c8654a
DUF4870	211,104,75	#d3684b
DUF4871	214,98,65	#d66241
DUF4872	209,127,104	#d17f68
DUF4873	210,124,101	#d27c65
DUF4874	148,76,56	#944c38
DUF4875	223,102,69	#df6645
DUF4876	122,67,176	#7a43b0
DUF4878	102,180,176	#66b4b0
DUF4879	123,84,162	#7b54a2
DUF488	162,94,82	#a25e52
DUF488-N3a	169,94,81	#a95e51
DUF488-N3i	169,94,81	#a95e51
DUF4880	142,71,51	#8e4733
DUF4881	165,102,85	#a56655
DUF4882	203,99,71	#cb6347
DUF4883	204,101,72	#cc6548
DUF4884	223,110,79	#df6e4f
DUF4885	225,145,123	#e1917b
DUF4886	195,215,79	#c3d74f
DUF4887	155,76,54	#9b4c36
DUF4888	161,75,51	#a14b33
DUF4889	147,72,51	#934833
DUF489	197,119,98	#c57762
DUF4890	201,92,167	#c95ca7
DUF4891	148,98,84	#946254
DUF4892	156,80,60	#9c503c
DUF4893	159,94,76	#9f5e4c
DUF4894	145,90,74	#915a4a
DUF4895	146,96,82	#926052
DUF4896	141,88,74	#8d584a
DUF4897	226,105,71	#e26947
DUF4898	225,141,118	#e18d76
DUF4899	139,89,76	#8b594c
DUF4900	201,129,109	#c9816d
DUF4901	48,177,65	#30b141
DUF4902	144,66,44	#90422c
DUF4903	147,75,56	#934b38
DUF4904	70,193,187	#46c1bb
DUF4905	156,75,53	#9c4b35
DUF4906	173,113,224	#ad71e0
DUF4907	214,99,67	#d66343
DUF4908	151,73,51	#974933
DUF4909	204,122,100	#cc7a64
DUF4910	167,152,93	#a7985d
DUF4911	218,131,107	#da836b
DUF4912	100,74,126	#644a7e
DUF4913	201,92,62	#c95c3e
DUF4914	95,199,227	#5fc7e3
DUF4915	145,79,100	#914f64
DUF4916	132,212,62	#84d43e
DUF4917	112,54,65	#703641
DUF4918	104,222,168	#68dea8
DUF4919	142,89,74	#8e594a
DUF4920	142,86,70	#8e5646
DUF4921	41,247,153	#29f799
DUF4922	40,248,154	#28f89a
DUF4923	122,75,135	#7a4b87
DUF4924	149,76,56	#954c38
DUF4925	219,135,112	#db8770
